Year_Birth,Education,Marital_Status,Income,Children,Teens,DaysSinceLastPurchase,Alcohol,Fruits,Meats,Vegetables,Grains,Discounts,WebPurchases,StorePurchases
1971,College,Married,78000,0,0,93,482,35,184,72,160,1,4,9
1951,College,Married,78000,0,0,44,207,26,149,75,0,1,5,12
1951,College,Married,78000,0,0,44,207,26,149,75,0,1,5,12
1966,Graduate,Single,78000,0,0,75,604,28,225,91,28,1,3,8
1960,College,Single,78000,0,0,29,434,22,129,104,22,1,10,10
1943,Graduate,Single,78000,0,0,53,1193,33,94,129,66,1,7,13
1988,Graduate,Married,78000,0,0,13,647,107,130,175,67,1,6,10
1981,Graduate,Single,78000,0,0,29,68,129,132,188,22,1,3,5
1986,College,Single,78000,0,0,13,298,27,232,216,24,1,4,5
1979,College,Single,78000,0,1,30,1230,0,132,232,178,1,10,8
1978,College,Married,78000,0,0,93,372,23,128,250,12,1,4,9
1970,Graduate,Single,79000,0,0,96,751,127,229,20,15,1,4,4
1980,Graduate,Divorced,79000,0,0,12,667,50,283,21,83,1,4,5
1964,Graduate,Married,79000,0,0,2,650,37,260,27,167,1,6,13
1971,Graduate,Single,79000,0,1,83,1396,0,107,46,35,1,4,4
1971,Graduate,Married,79000,0,0,19,331,197,57,58,152,1,2,13
1956,College,Married,79000,0,0,12,565,42,183,64,83,1,5,4
1961,College,Married,79000,0,0,19,658,80,161,123,13,1,3,5
1983,College,Single,79000,0,0,13,817,185,229,145,55,1,4,8
1951,Graduate,Married,79000,0,0,57,794,115,81,150,0,1,8,6
1964,Graduate,Divorced,79000,0,0,35,483,74,38,169,37,1,5,13
1975,College,Married,79000,0,0,73,504,23,39,179,28,1,6,4
1975,Graduate,Married,79000,0,0,2,1074,37,173,193,92,1,5,7
1946,College,Married,79000,0,0,14,558,79,207,207,175,1,4,4
1993,College,Single,79000,0,0,58,471,102,42,212,61,1,4,7
1957,College,Married,79000,0,0,87,736,163,273,212,163,1,4,10
1970,Graduate,Divorced,79000,0,0,35,816,66,183,216,66,1,5,4
1958,Graduate,Single,80000,0,1,32,415,5,41,15,35,1,5,11
1958,College,Divorced,80000,0,1,54,574,8,72,21,16,1,4,5
1969,Graduate,Married,80000,0,0,72,572,8,77,23,62,1,4,6
1944,Graduate,Married,80000,0,0,19,1035,134,223,25,38,1,6,10
1954,College,Married,80000,0,0,82,519,17,271,27,173,1,4,6
1982,College,Married,80000,0,0,30,557,129,254,29,185,1,5,7
1955,College,Single,80000,0,0,65,1060,21,177,32,0,1,5,5
1994,College,Single,80000,0,0,11,966,26,94,52,26,1,2,11
1986,Graduate,Married,80000,0,0,20,1184,102,224,52,40,1,7,10
1972,Graduate,Married,80000,0,0,72,792,86,247,67,51,1,3,8
1975,Graduate,Married,80000,0,1,56,1149,71,150,69,71,1,11,8
1986,College,Married,80000,0,0,1,423,42,235,73,197,1,4,9
1955,College,Married,80000,0,0,62,445,25,235,80,76,1,6,12
1974,Graduate,Single,80000,0,0,42,471,0,170,99,21,1,6,9
1973,College,Married,80000,0,0,70,350,60,189,110,133,1,5,7
1973,College,Married,80000,0,0,70,350,60,189,110,133,1,5,7
1959,College,Married,80000,0,1,6,835,73,127,114,73,1,6,7
1960,College,Married,80000,0,0,64,333,0,272,129,42,1,4,11
1955,College,Single,80000,0,0,64,536,11,129,149,91,1,3,10
1970,Graduate,Married,80000,0,0,12,209,19,152,160,142,1,2,13
1966,College,Single,80000,0,0,19,395,183,188,166,141,1,5,5
1984,College,Single,80000,0,0,37,450,133,317,173,0,1,3,6
1976,College,Single,80000,0,0,65,311,26,213,180,37,1,4,13
1954,College,Divorced,80000,0,1,12,71,99,93,185,121,1,5,5
1963,College,Married,80000,0,0,47,483,84,133,205,84,1,3,8
1963,College,Married,80000,0,0,47,483,84,133,205,84,1,3,8
1966,College,Married,80000,0,0,92,342,51,312,207,35,1,5,12
1976,College,Single,80000,0,0,72,123,164,89,227,30,1,2,9
1975,College,Single,80000,0,0,47,240,132,148,250,192,1,3,8
1987,College,Divorced,81000,0,0,18,163,23,141,27,65,1,3,13
1987,College,Divorced,81000,0,0,18,163,23,141,27,65,1,3,13
1994,College,Single,81000,0,0,55,241,45,201,34,26,1,6,10
1965,Graduate,Married,81000,0,0,43,1142,29,83,38,29,1,5,12
1958,Graduate,Married,81000,0,0,92,674,92,245,39,0,1,3,9
1969,College,Married,81000,0,0,20,778,178,230,41,27,1,8,11
1958,College,Married,81000,0,0,61,183,33,164,59,103,1,4,10
1971,Graduate,Single,81000,0,0,85,829,138,143,60,92,1,4,13
1971,Graduate,Single,81000,0,0,85,829,138,143,60,92,1,4,13
1964,College,Single,81000,0,0,87,398,190,179,61,156,1,4,7
1986,College,Single,81000,0,0,71,160,80,123,67,39,1,3,8
1995,College,Single,81000,0,0,42,594,51,210,72,55,1,4,8
1958,Graduate,Single,81000,0,1,83,860,28,136,73,56,1,8,4
1947,College,Married,81000,0,0,0,450,26,178,73,98,1,5,10
1975,Graduate,Single,81000,0,0,47,1288,20,204,80,61,1,5,9
1951,College,Single,81000,0,0,60,483,72,189,94,12,1,4,10
1970,College,Single,81000,0,0,43,724,74,310,97,55,1,5,7
1989,College,Single,81000,0,0,77,493,70,108,146,40,1,3,11
1989,College,Single,81000,0,0,77,493,70,108,146,40,1,3,11
1965,College,Married,81000,0,0,84,410,0,197,147,22,1,6,7
1950,College,Married,81000,0,0,17,674,168,36,192,42,1,5,6
1963,College,Single,81000,0,0,85,557,129,328,193,37,1,5,5
1953,College,Single,81000,0,0,95,769,22,167,210,143,1,4,5
1961,Graduate,Married,81000,0,0,44,525,147,37,219,147,1,6,9
1967,Graduate,Divorced,81000,0,0,51,741,68,230,224,68,1,4,10
1944,College,Married,81000,0,0,25,507,93,173,242,40,1,5,5
1952,College,Married,82000,0,0,74,324,132,231,27,118,1,4,7
1980,College,Divorced,82000,0,0,98,563,50,258,28,31,1,7,12
1983,College,Single,82000,0,0,1,709,45,38,30,160,1,8,5
1957,Graduate,Married,82000,0,0,58,184,23,149,30,23,1,5,7
1960,Graduate,Married,82000,0,0,13,779,86,179,34,69,1,5,12
1961,College,Single,82000,0,0,48,980,37,88,35,163,1,3,12
1986,Graduate,Married,82000,0,0,60,1311,0,120,46,89,1,4,10
1947,Graduate,Single,82000,0,0,89,1252,0,155,46,35,1,4,8
1983,College,Divorced,82000,0,0,76,267,98,202,48,70,1,3,6
1978,Graduate,Married,82000,0,0,13,1023,93,217,49,55,1,5,7
1961,College,Single,82000,0,0,89,830,59,323,51,79,1,5,12
1950,College,Divorced,82000,0,0,78,255,47,191,52,32,1,5,6
1966,College,Single,82000,0,0,35,482,147,170,104,107,1,3,12
1949,Graduate,Married,82000,0,0,4,179,28,173,111,123,1,3,13
1964,College,Married,82000,0,0,83,307,26,120,138,31,1,6,5
1962,College,Single,82000,0,0,89,734,22,117,151,25,1,3,13
1969,College,Single,82000,0,0,69,364,40,142,158,60,1,3,8
1977,College,Single,82000,0,0,30,938,142,251,159,81,1,5,6
1970,Graduate,Single,82000,0,0,67,889,55,228,168,92,1,3,13
1962,College,Divorced,82000,0,1,2,983,76,61,180,138,1,6,4
1955,Graduate,Single,82000,0,0,55,984,51,144,180,120,1,3,13
1957,College,Married,82000,0,0,38,556,54,282,202,133,1,7,10
1957,College,Married,82000,0,0,38,556,54,282,202,133,1,7,10
1980,College,Married,82000,0,0,32,777,129,191,216,21,1,2,9
1944,Graduate,Single,83000,0,0,8,606,148,76,15,148,1,6,13
1974,Graduate,Married,83000,0,0,26,1076,68,34,29,91,1,3,8
1995,College,Single,83000,0,0,56,536,27,197,38,107,1,5,12
1974,College,Single,83000,0,0,14,777,35,244,39,137,1,5,11
1965,College,Single,83000,0,0,18,856,61,190,40,25,1,7,8
1972,Graduate,Single,83000,0,0,89,518,42,247,55,56,1,6,5
1946,Graduate,Single,83000,0,0,23,1006,22,38,59,68,1,7,12
1946,Graduate,Single,83000,0,0,23,1006,22,38,59,68,1,7,12
1984,Graduate,Single,83000,0,0,28,712,50,140,65,38,1,8,7
1960,Graduate,Single,83000,0,0,93,407,28,33,120,74,1,5,4
1960,College,Married,83000,0,0,2,362,50,144,134,35,1,3,7
1972,Graduate,Married,83000,0,0,80,968,147,281,137,42,1,5,10
1977,College,Divorced,83000,0,0,54,510,120,183,156,40,1,4,7
1959,Graduate,Single,83000,0,0,66,1206,55,148,168,18,1,2,12
1952,College,Divorced,83000,0,0,58,204,34,68,172,153,1,2,4
1986,College,Single,83000,1,0,82,812,99,144,237,149,1,11,10
1946,College,Single,83000,0,0,71,966,168,224,246,105,1,7,10
1982,Graduate,Married,84000,0,0,9,1478,19,134,0,19,1,7,6
1982,Graduate,Married,84000,0,0,9,1478,19,134,0,19,1,7,6
1948,Graduate,Married,84000,0,0,81,1076,16,139,42,48,1,8,6
1973,College,Single,84000,0,0,12,514,22,244,42,198,1,6,7
1988,College,Married,84000,0,0,27,434,137,133,45,137,1,3,10
1988,College,Married,84000,0,0,27,434,137,133,45,137,1,3,10
1956,Graduate,Married,84000,0,0,60,611,76,250,59,45,1,7,6
1952,College,Single,84000,0,0,57,901,31,115,75,31,1,4,11
1952,College,Single,84000,0,0,57,901,31,115,75,31,1,4,11
1952,College,Single,84000,0,0,57,901,31,115,75,31,1,4,11
1986,College,Married,84000,0,0,31,1060,61,278,80,20,1,4,10
1948,Graduate,Married,84000,0,0,79,847,66,40,86,89,1,9,5
1899,Graduate,Single,84000,0,0,36,755,144,187,104,64,1,4,4
1974,Graduate,Married,84000,0,1,24,217,38,117,111,85,1,4,10
1992,College,Single,84000,0,0,7,530,117,226,134,44,1,4,8
1962,College,Married,84000,0,0,2,318,8,136,150,35,1,2,13
1975,College,Single,84000,0,1,56,215,63,169,231,31,1,8,7
1965,Graduate,Married,85000,0,0,96,684,100,267,21,66,1,6,10
1965,Graduate,Married,85000,0,0,96,684,100,267,21,66,1,6,10
1952,College,Single,85000,0,0,72,387,20,238,38,54,1,9,11
1961,Graduate,Single,85000,0,0,1,1248,16,116,43,16,1,2,9
1958,College,Single,85000,0,0,73,630,26,204,44,18,1,6,6
1953,Graduate,Single,85000,0,0,73,167,48,201,63,72,1,3,4
1972,College,Single,85000,0,0,98,997,15,138,99,30,1,5,12
1972,College,Single,85000,0,0,98,997,15,138,99,30,1,5,12
1970,College,Divorced,85000,0,0,0,189,104,126,111,189,1,4,6
1952,Graduate,Single,85000,0,0,54,376,53,154,168,53,1,2,7
1977,College,Single,85000,0,0,94,494,92,130,194,11,1,3,10
1978,Graduate,Single,86000,0,0,41,913,26,125,17,26,1,3,11
1973,Graduate,Married,86000,0,0,62,938,19,281,25,95,1,6,7
1991,College,Single,86000,0,0,95,490,44,42,29,20,1,6,11
1989,College,Married,86000,0,0,5,600,20,117,29,30,1,6,10
1962,College,Married,86000,0,0,73,399,28,252,36,40,1,5,10
1954,College,Divorced,86000,0,0,6,1296,17,104,45,69,1,2,10
1964,College,Single,86000,0,0,68,416,46,308,60,107,1,3,4
1956,Graduate,Single,86000,0,0,12,387,68,190,89,45,1,6,12
1962,Graduate,Divorced,86000,0,0,88,714,76,132,116,0,1,4,9
1962,Graduate,Divorced,86000,0,0,88,714,76,132,116,0,1,4,9
1975,Graduate,Married,87000,0,0,7,179,21,91,0,21,1,6,6
1951,College,Single,87000,0,0,66,446,107,256,33,196,1,5,6
1983,Graduate,Single,87000,0,0,73,910,111,241,49,74,1,10,6
1954,College,Married,87000,0,0,20,344,189,161,50,33,1,5,5
1959,College,Married,87000,0,0,35,217,76,230,50,26,1,3,5
1981,Graduate,Married,87000,0,0,27,1001,44,36,58,44,1,6,11
1960,College,Divorced,87000,0,0,19,345,25,167,63,138,1,5,8
1971,Graduate,Divorced,87000,0,0,67,584,100,278,65,83,1,5,5
1992,College,Married,87000,0,0,61,196,25,202,67,17,1,4,7
1972,Graduate,Single,87000,0,0,96,899,102,279,133,102,1,5,10
1972,Graduate,Single,87000,0,0,96,899,102,279,133,102,1,5,10
1978,Graduate,Married,88000,1,0,24,163,0,160,0,126,1,6,8
1959,College,Single,88000,0,1,61,1492,38,96,50,57,1,5,4
1959,College,Single,88000,0,1,61,1492,38,96,50,57,1,5,4
1961,College,Single,88000,0,0,32,1050,178,185,77,138,1,4,9
1981,College,Single,88000,0,0,42,519,71,287,93,27,1,6,9
1988,College,Single,88000,0,0,62,1259,172,272,97,148,1,7,10
1989,Graduate,Single,88000,0,0,87,957,153,204,99,95,1,4,8
1979,College,Single,88000,0,1,19,688,14,103,201,24,1,11,10
1960,Graduate,Married,89000,0,0,18,454,194,35,31,22,1,5,4
1959,Graduate,Single,89000,0,0,78,1168,92,136,72,129,1,5,7
1988,Graduate,Single,90000,0,0,27,1184,32,117,21,16,1,3,7
1991,College,Single,90000,0,0,17,412,22,44,59,28,1,11,8
1984,College,Married,90000,0,0,91,675,144,44,94,192,1,4,5
1991,College,Single,90000,0,0,32,704,129,284,120,74,1,5,7
1983,Graduate,Single,90000,0,0,36,671,47,218,145,111,1,7,12
1966,College,Single,90000,0,0,44,606,24,325,197,194,1,7,9
1956,College,Married,90000,0,0,2,292,51,327,224,23,1,4,6
1956,Graduate,Married,90000,0,0,26,1083,108,216,253,151,1,4,12
1983,Graduate,Divorced,91000,0,0,98,982,17,224,23,34,1,6,8
1954,Graduate,Single,91000,0,0,90,1020,31,143,62,63,1,4,4
1991,Graduate,Single,91000,0,0,29,1156,120,305,94,144,1,3,10
1991,Graduate,Single,91000,0,0,29,1156,120,305,94,144,1,3,10
1981,College,Single,91000,0,0,33,822,114,36,179,137,1,7,9
1948,College,Single,91000,0,0,57,774,70,39,182,187,1,4,13
1983,Graduate,Married,92000,0,0,71,979,44,312,29,25,1,7,12
1971,College,Single,92000,0,0,58,576,172,320,125,115,1,8,5
1973,College,Married,93000,0,0,35,693,21,308,31,24,1,6,9
1992,Graduate,Single,93000,0,0,46,962,61,307,52,61,1,5,12
1985,College,Married,93000,0,0,84,693,21,39,110,147,1,6,11
1986,College,Married,93000,0,0,42,551,137,264,179,103,1,6,13
1958,College,Single,94000,0,1,75,1017,33,139,108,100,1,5,5
1987,Graduate,Single,95000,0,0,1,1285,21,150,106,20,1,4,4
1969,Graduate,Married,95000,0,2,99,169,24,184,188,0,1,8,4
1994,College,Single,96000,0,0,29,770,29,297,250,27,1,7,7
1977,College,Single,97000,0,0,79,908,43,245,40,194,1,7,9
1990,College,Single,97000,0,0,60,448,71,317,40,17,1,6,10
1974,College,Divorced,103000,0,0,5,168,148,148,32,172,1,6,13
1981,Graduate,Single,0,1,0,82,23,0,15,0,2,2,3,3
1954,Graduate,Single,0,0,1,83,161,0,7,0,0,2,4,4
1982,College,Single,0,1,0,57,11,3,7,2,2,2,2,3
1970,Graduate,Single,0,0,1,39,187,5,22,26,20,2,4,6
1986,College,Married,8000,1,0,96,1,11,6,4,6,2,2,3
1976,HS,Divorced,10000,1,0,31,0,1,6,10,6,2,1,3
1989,College,Single,10000,1,0,52,2,2,7,10,6,2,1,4
1989,Graduate,Divorced,11000,0,0,34,8,4,7,2,2,2,3,3
1989,Graduate,Divorced,11000,0,0,34,8,4,7,2,2,2,3,3
1960,College,Single,14000,1,1,86,6,2,7,2,1,2,1,3
1976,College,Married,14000,1,0,93,10,2,15,2,1,2,2,3
1979,College,Divorced,14000,1,0,45,12,3,7,8,0,2,2,3
1984,College,Single,15000,1,0,51,5,2,16,3,2,2,1,2
1979,College,Divorced,15000,1,0,60,1,2,7,4,3,2,1,2
1979,College,Divorced,15000,1,0,60,1,2,7,4,3,2,1,2
1984,College,Married,15000,1,0,1,13,3,7,7,4,2,1,3
1992,HS,Single,15000,1,0,13,1,3,6,8,1,2,1,3
1970,College,Married,15000,0,0,27,7,4,7,15,8,2,2,4
1970,College,Married,15000,0,0,27,7,4,7,15,8,2,2,4
1987,HS,Single,15000,1,0,93,4,8,7,19,12,2,2,2
1990,HS,Single,16000,1,0,71,5,11,16,21,8,2,2,2
1992,HS,Married,17000,1,0,10,6,4,14,8,8,2,2,2
1978,College,Married,17000,1,0,79,4,9,16,17,0,2,2,2
1974,HS,Married,18000,1,0,2,7,10,7,16,0,2,3,3
1984,Graduate,Married,19000,1,0,43,6,0,6,2,1,2,1,3
1980,College,Married,19000,1,0,49,2,4,7,10,5,2,1,3
1992,HS,Single,19000,1,0,41,2,10,7,12,9,2,3,3
1969,College,Single,19000,0,0,89,6,4,8,15,12,2,2,3
1986,HS,Married,20000,1,0,5,4,12,6,3,16,2,2,3
1986,HS,Married,20000,1,0,5,4,12,6,3,16,2,2,3
1985,Graduate,Married,20000,2,0,63,9,0,6,3,4,2,1,3
1960,College,Single,20000,0,1,65,7,11,6,10,4,2,1,3
1979,HS,Single,20000,1,0,64,0,4,6,11,10,2,2,3
1985,College,Married,21000,1,0,5,5,13,14,0,5,2,2,2
1985,Graduate,Married,21000,1,0,88,13,1,10,3,0,2,2,3
1978,College,Divorced,21000,1,0,76,1,5,7,4,8,2,2,2
1972,College,Single,21000,1,0,1,12,2,6,6,1,2,2,3
1989,College,Single,21000,1,0,0,6,16,8,11,0,2,3,2
1987,HS,Single,21000,1,0,34,1,10,7,19,3,2,2,3
1951,College,Divorced,22000,1,1,31,17,0,6,0,0,2,1,3
1983,College,Single,22000,1,0,51,11,2,7,3,0,2,2,3
1987,College,Single,22000,1,0,25,4,12,7,3,13,2,2,3
1972,College,Married,22000,1,0,43,7,10,7,3,11,2,2,3
1977,College,Married,22000,1,1,46,5,3,7,6,2,2,2,3
1975,College,Married,22000,1,0,49,5,9,7,6,8,2,2,4
1970,College,Single,22000,1,0,11,10,7,6,8,2,2,2,2
1969,College,Single,22000,1,0,37,1,6,6,11,5,2,2,3
1986,College,Married,22000,1,0,81,5,1,6,17,14,2,2,3
1988,College,Married,23000,1,0,92,5,36,6,0,10,2,3,3
1967,College,Married,23000,2,1,28,25,0,7,2,0,2,2,3
1967,College,Married,23000,2,1,28,25,0,7,2,0,2,2,3
1986,College,Married,23000,1,0,36,11,7,7,2,2,2,2,2
1969,College,Single,23000,1,0,71,13,2,6,6,1,2,2,3
1979,HS,Single,24000,1,0,65,5,23,15,0,18,2,2,3
1970,College,Single,24000,1,1,3,4,1,6,2,1,2,1,3
1982,College,Single,24000,1,0,76,4,22,7,3,7,2,3,3
1976,College,Married,24000,1,0,7,14,7,7,11,0,2,2,3
1972,College,Married,24000,2,0,9,3,2,7,20,0,2,2,2
1980,College,Single,25000,1,0,10,2,5,6,0,18,2,2,3
1947,Graduate,Single,25000,0,1,57,19,0,6,0,0,2,1,3
1988,College,Single,25000,1,0,72,2,8,7,6,1,2,1,3
1990,College,Married,25000,1,0,98,8,4,7,6,7,2,2,4
1972,HS,Married,25000,1,0,36,4,9,7,11,2,2,1,3
1970,College,Divorced,26000,1,1,1,4,2,7,7,5,2,1,2
1978,College,Single,26000,1,0,45,9,4,6,7,5,2,2,3
1978,College,Married,26000,1,0,34,8,7,7,13,6,2,2,3
1958,College,Single,26000,0,0,92,45,47,17,21,20,2,3,5
1958,College,Single,26000,0,0,92,45,47,17,21,20,2,3,5
1973,Graduate,Married,27000,1,1,33,17,0,6,0,0,2,1,3
1976,College,Single,27000,1,1,10,9,1,6,0,3,2,1,3
1976,College,Single,27000,1,1,10,9,1,6,0,3,2,1,3
1968,Graduate,Divorced,27000,1,0,90,8,3,6,0,2,2,2,3
1967,Graduate,Divorced,27000,1,0,71,13,2,15,2,2,2,2,3
1961,College,Married,27000,1,1,78,12,1,7,2,2,2,2,3
1979,College,Married,27000,1,0,84,6,5,6,3,24,2,2,2
1950,College,Single,27000,1,1,92,13,2,7,4,0,2,1,2
1972,College,Divorced,27000,1,0,65,25,3,16,8,5,2,2,3
1984,College,Single,27000,1,0,26,11,4,7,10,3,2,2,4
1970,College,Single,27000,1,0,2,3,17,9,20,1,2,2,3
1969,Graduate,Single,27000,0,0,74,101,13,25,20,18,2,3,6
1951,HS,Married,27000,0,0,89,7,23,26,133,49,2,4,5
1983,College,Single,28000,1,0,67,18,3,6,3,3,2,2,3
1983,College,Single,28000,1,0,67,18,3,6,3,3,2,2,3
1981,College,Married,28000,1,0,16,0,7,6,26,2,2,2,3
1973,College,Married,28000,1,0,40,8,26,15,38,9,2,3,4
1980,College,Single,28000,0,0,65,39,33,43,41,26,2,5,5
1956,Graduate,Single,29000,1,1,86,24,0,6,0,0,2,2,3
1982,College,Single,29000,1,0,57,11,3,7,2,2,2,2,3
1977,Graduate,Married,29000,0,0,59,206,0,15,3,2,2,5,5
1985,College,Single,29000,1,0,38,16,0,6,6,3,2,1,3
1981,College,Married,29000,1,0,19,6,6,15,10,5,2,2,3
1960,College,Married,29000,1,1,95,17,8,14,10,4,2,1,4
1982,College,Married,29000,1,0,78,12,4,6,11,8,2,2,3
1987,College,Single,29000,1,0,30,37,4,8,16,9,2,4,3
1972,Graduate,Married,30000,1,0,21,14,0,6,0,0,2,2,3
1969,Graduate,Married,30000,1,0,22,15,0,6,0,1,2,1,2
1985,College,Single,30000,1,0,52,3,3,6,0,2,2,1,3
1977,College,Married,30000,0,1,97,35,0,7,2,0,2,2,3
1970,College,Single,30000,1,0,28,25,0,7,2,3,2,1,4
1968,Graduate,Married,30000,2,0,47,17,3,6,3,4,2,3,2
1966,Graduate,Single,31000,1,1,43,24,0,6,0,0,2,1,2
1974,Graduate,Single,31000,1,0,35,24,0,7,0,0,2,1,3
1967,College,Single,31000,1,1,85,12,5,8,0,9,2,1,3
1965,College,Divorced,31000,1,1,67,27,1,7,2,0,2,2,3
1980,College,Single,31000,1,0,16,16,11,15,2,0,2,1,4
1951,College,Married,31000,1,1,33,11,0,6,3,1,2,1,3
1977,College,Married,31000,1,1,24,10,0,7,3,1,2,1,2
1977,College,Married,31000,1,1,24,10,0,7,3,1,2,1,2
1979,College,Married,31000,1,1,79,16,2,7,3,0,2,1,2
1975,Graduate,Single,31000,1,0,59,16,3,8,6,1,2,2,3
1962,Graduate,Single,31000,0,1,22,108,1,9,13,1,2,3,4
1962,Graduate,Single,31000,0,1,22,108,1,9,13,1,2,3,4
1975,HS,Married,31000,0,1,23,8,4,6,15,2,2,1,3
1979,College,Single,31000,1,0,71,4,12,15,19,7,2,2,3
1985,College,Married,31000,1,0,62,25,6,16,20,0,2,2,3
1970,Graduate,Single,32000,0,1,63,35,0,6,0,0,2,1,4
1964,Graduate,Married,32000,1,1,31,11,0,6,0,0,2,1,3
1979,Graduate,Married,32000,1,0,15,74,0,14,2,1,2,2,4
1973,College,Married,32000,1,0,73,35,3,7,4,1,2,2,3
1974,Graduate,Single,32000,1,0,98,62,1,7,4,0,2,2,3
1989,College,Single,32000,1,0,5,33,4,8,4,2,2,3,4
1983,College,Married,32000,1,0,16,26,3,8,4,7,2,2,4
1976,College,Divorced,32000,1,0,82,2,3,7,6,11,2,2,3
1984,College,Married,32000,1,0,96,19,1,7,16,14,2,3,4
1974,College,Single,32000,1,0,26,138,15,12,25,11,2,6,2
1962,Graduate,Single,33000,0,1,76,56,0,7,0,0,2,2,4
1971,Graduate,Single,33000,1,0,78,26,0,15,2,1,2,3,3
1971,Graduate,Single,33000,1,0,78,26,0,15,2,1,2,3,3
1985,Graduate,Married,33000,1,0,32,76,10,19,3,1,2,4,4
1979,Graduate,Married,33000,1,0,49,13,3,6,7,3,2,2,4
1965,College,Single,33000,1,1,58,7,3,7,8,1,2,1,3
1975,College,Married,33000,1,0,46,7,5,13,17,15,2,4,3
1975,College,Single,33000,1,0,11,6,10,7,19,14,2,2,3
1975,College,Single,33000,1,0,11,6,10,7,19,14,2,2,3
1965,Graduate,Single,33000,0,0,38,167,13,60,86,13,2,7,5
1963,College,Married,33000,0,0,32,63,151,46,153,19,2,4,8
1963,College,Single,34000,0,1,55,62,0,7,3,1,2,2,2
1985,College,Single,34000,1,0,86,4,17,6,30,24,2,2,3
1956,Graduate,Single,35000,1,1,1,27,0,7,0,1,2,2,3
1959,Graduate,Single,35000,0,1,43,41,1,6,2,0,2,2,3
1953,College,Single,35000,1,1,68,7,2,7,2,0,2,1,3
1967,College,Married,35000,1,1,94,25,1,7,2,1,2,1,3
1973,College,Single,35000,1,1,75,9,3,15,2,3,2,2,3
1975,College,Single,35000,1,1,40,8,4,15,3,5,2,1,3
1976,Graduate,Married,35000,1,0,94,68,6,13,3,6,2,2,3
1956,Graduate,Single,35000,1,1,26,39,2,8,4,3,2,3,3
1965,Graduate,Single,36000,2,1,94,27,0,6,0,0,2,1,3
1965,Graduate,Single,36000,2,1,94,27,0,6,0,0,2,1,3
1981,Graduate,Single,36000,1,0,82,23,0,15,0,2,2,3,3
1990,College,Married,36000,1,0,86,22,3,10,0,5,2,2,4
1971,College,Married,36000,1,1,34,23,2,7,3,1,2,2,3
1965,College,Single,36000,0,1,53,87,3,8,3,2,2,3,4
1977,Graduate,Single,36000,1,0,80,29,3,10,3,2,2,3,3
1973,Graduate,Single,36000,1,1,37,15,0,7,4,2,2,1,2
1973,Graduate,Divorced,36000,1,1,37,15,0,7,4,2,2,1,2
1973,Graduate,Divorced,36000,1,1,37,15,0,7,4,2,2,1,2
1973,Graduate,Divorced,36000,1,1,37,15,0,7,4,2,2,1,2
1975,College,Married,36000,0,1,16,27,1,14,4,1,2,2,3
1972,College,Married,36000,2,1,34,20,4,7,6,4,2,2,3
1976,College,Single,36000,1,1,42,6,5,6,8,0,2,1,3
1972,Graduate,Married,36000,1,0,11,63,3,22,8,9,2,3,4
1981,College,Married,36000,1,0,8,11,5,7,12,5,2,3,3
1977,College,Single,36000,1,0,54,12,6,7,30,1,2,2,3
1967,Graduate,Married,37000,1,1,89,12,1,6,0,1,2,1,3
1955,Graduate,Single,37000,1,1,46,51,0,16,0,0,2,3,3
1965,Graduate,Divorced,37000,1,1,74,17,1,7,3,1,2,2,3
1973,Graduate,Married,37000,1,0,14,19,3,6,3,1,2,2,3
1973,Graduate,Married,37000,1,0,14,19,3,6,3,1,2,2,3
1981,Graduate,Married,37000,1,0,56,25,6,8,6,0,2,2,3
1968,Graduate,Married,38000,1,1,58,32,0,6,0,0,2,1,3
1966,College,Single,38000,1,1,49,27,2,7,0,0,2,1,3
1966,College,Single,38000,1,1,49,27,2,7,0,0,2,1,3
1957,Graduate,Married,38000,1,1,49,13,4,7,0,0,2,1,3
1978,College,Married,38000,1,0,69,8,15,9,0,20,2,3,2
1962,College,Divorced,38000,1,2,75,22,1,7,2,1,2,1,3
1950,Graduate,Divorced,38000,1,1,24,23,2,6,2,1,2,2,3
1985,Graduate,Single,38000,0,0,49,202,2,15,3,2,2,4,5
1978,College,Married,38000,1,1,91,22,1,7,4,0,2,1,3
1953,College,Married,38000,0,1,4,97,1,14,6,2,2,4,3
1976,Graduate,Single,38000,1,0,24,37,5,19,12,8,2,3,4
1989,College,Married,38000,1,0,26,36,2,14,20,21,2,2,4
1974,Graduate,Married,38000,0,0,65,153,64,41,116,64,2,5,9
1946,College,Single,38000,0,0,20,84,5,13,150,12,2,4,6
1946,College,Single,38000,0,0,20,84,5,13,150,12,2,4,6
1983,College,Single,39000,1,0,64,46,0,6,0,0,2,2,3
1978,College,Single,39000,1,1,45,22,2,14,0,1,2,2,3
1970,Graduate,Married,39000,1,1,90,29,0,14,0,0,2,2,3
1955,Graduate,Married,39000,1,1,52,31,0,6,2,1,2,1,4
1988,College,Married,39000,1,0,93,23,3,7,3,19,2,3,3
1978,College,Single,39000,1,0,17,76,3,10,4,4,2,3,3
1955,College,Single,39000,0,1,84,116,6,27,6,6,2,3,6
1955,College,Single,39000,0,1,84,116,6,27,6,6,2,3,6
1958,College,Single,39000,1,1,60,7,10,6,8,6,2,2,3
1978,College,Single,39000,1,0,71,13,11,8,13,8,2,3,4
1974,Graduate,Single,39000,1,0,91,68,8,6,19,8,2,2,4
